SeasonID,DriverID,FullName,SprintIndex,ConsistencyNormalizedAvg,OvertakesNormalizedAvg,QualiTeammateAvg,PaceNormalizedAvg,StartNormalizedAvg,LevelNormalizedAvg,ConsistencyAvg,OvertakesSum,OvertakesAvg,OvertakesGainAvg,OvertakesLostAvg,PaceAvg,StartSum,StartAvg,StartGainAvg,StartLostAvg,PaceStrAvg
Все сезоны,25.0,Nico Hulkenberg,0.0,5.76,4.69,5.00,4.05,5.87,5.52,0.346,-11.0,-1.8333333333333335,0.67,2.50,92.01750000000001,2.0,0.33333333333333337,1.00,0.67,01:32.018
2023,28.0,Oscar Piastri,0.0,6.05,6.75,nan,6.82,4.88,5.93,0.390,1.0,0.16666666666666666,1.33,1.17,94.9455,-1.0,-0.16666666666666666,0.17,0.33,01:34.946
2024,28.0,Oscar Piastri,0.0,7.51,7.81,3.33,7.67,7.17,7.50,0.218,5.0,0.8333333333333334,1.00,0.17,86.83800000000001,3.0,0.5,0.50,0.00,01:26.838
Все сезоны,28.0,Oscar Piastri,0.0,6.78,7.28,3.33,7.24,6.03,6.72,0.304,3.0,0.5,1.17,0.67,90.89175,1.0,0.16666666666666669,0.33,0.17,01:30.892
2023,29.0,Liam Lawson,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,,nan,nan,,0.0,,nan,nan,nan.nan
2024,29.0,Liam Lawson,0.0,7.86,5.23,6.67,4.20,4.30,6.31,0.228,-2.0,-0.6666666666666666,0.33,1.00,86.65766666666667,-6.0,-2.0,0.33,2.33,01:26.658
Все сезоны,29.0,Liam Lawson,0.0,7.86,5.23,6.67,4.20,4.30,6.31,0.228,-1.0,-0.6666666666666666,0.33,1.00,86.65766666666667,-3.0,-2.0,0.33,2.33,01:26.658
2023,27.0,Logan Sargeant,0.0,3.88,7.34,nan,3.14,4.79,4.97,0.363,2.0,0.5,1.25,0.75,95.46125,1.0,0.2,0.00,0.00,01:35.461
2024,27.0,Logan Sargeant,0.0,5.31,7.83,6.67,2.05,7.05,6.38,0.241,3.0,1.0,1.33,0.33,89.109,3.0,1.0,1.33,0.33,01:29.109
Все сезоны,27.0,Logan Sargeant,0.0,4.60,7.59,6.67,2.60,5.92,5.67,0.302,2.5,0.75,1.29,0.54,92.285125,2.0,0.6,0.67,0.17,01:32.285
2024,30.0,Oliver Bearman,0.0,7.63,1.00,10.00,4.42,5.50,5.44,0.243,-4.0,-4.0,1.00,5.00,73.73,0.0,0.0,1.00,1.00,01:13.730
Все сезоны,30.0,Oliver Bearman,0.0,7.63,1.00,10.00,4.42,5.50,5.44,0.243,-4.0,-4.0,1.00,5.00,73.73,0.0,0.0,1.00,1.00,01:13.730
2024,31.0,Franco Colapinto,0.0,6.41,6.36,3.33,4.16,6.00,6.30,0.270,0.0,0.0,0.67,0.67,86.68433333333333,0.0,0.0,0.33,0.33,01:26.684
Все сезоны,31.0,Franco Colapinto,0.0,6.41,6.36,3.33,4.16,6.00,6.30,0.270,0.0,0.0,0.67,0.67,86.68433333333333,0.0,0.0,0.33,0.33,01:26.684
2021,3.0,Valtteri Bottas,2.0,7.41,6.02,2.27,8.08,5.28,6.53,0.318,14.0,0.6666666666666666,1.62,0.95,87.39280952380952,-12.0,-0.5,0.29,0.76,01:27.393
2022,3.0,Valtteri Bottas,2.0,6.67,5.29,6.36,4.47,3.69,5.58,0.330,-13.0,-0.5909090909090909,1.95,2.55,88.9185,-47.0,-1.88,0.41,2.23,01:28.918
2023,3.0,Valtteri Bottas,2.0,5.39,4.01,7.27,2.79,4.72,4.88,0.373,-79.0,-2.925925925925926,1.26,4.19,91.97485185185185,-21.0,-0.75,0.74,1.48,01:31.975
2024,3.0,Valtteri Bottas,2.0,4.54,4.63,8.67,2.47,5.31,4.76,0.387,-45.0,-1.5517241379310345,1.41,2.97,90.0416896551724,-22.0,-0.7333333333333333,0.55,1.28,01:30.042
Все сезоны,3.0,Valtteri Bottas,2.0,6.00,4.99,6.14,4.45,4.75,5.44,0.352,-30.75,-1.1004731220248463,1.56,2.66,89.58196275770845,-25.5,-0.9658333333333333,0.50,1.44,01:29.582
2021,2.0,Max Verstappen,2.0,9.17,6.13,9.09,9.53,6.25,7.68,0.213,19.0,0.8636363636363636,1.14,0.27,85.66031818181818,7.0,0.2916666666666667,0.59,0.23,01:25.660
2022,2.0,Max Verstappen,2.0,8.80,6.68,8.18,9.46,6.20,7.62,0.226,42.0,1.68,2.20,0.52,89.06868,7.0,0.28,0.48,0.20,01:29.069
2023,2.0,Max Verstappen,2.0,8.71,7.26,9.09,9.68,5.58,7.57,0.242,55.0,1.9642857142857142,2.14,0.18,90.131,3.0,0.10714285714285714,0.39,0.29,01:30.131
2024,2.0,Max Verstappen,2.0,8.91,6.47,9.67,9.38,6.46,7.69,0.211,25.0,0.8620689655172413,1.34,0.48,88.8213448275862,4.0,0.13333333333333333,0.59,0.45,01:28.821
Все сезоны,2.0,Max Verstappen,2.0,8.90,6.63,9.01,9.51,6.12,7.64,0.223,35.25,1.3424977608598296,1.71,0.36,88.4203357523511,5.25,0.2030357142857143,0.51,0.29,01:28.420
2021,1.0,Lewis Hamilton,2.0,7.66,6.54,7.73,9.39,6.04,6.97,0.284,31.0,1.3478260869565217,2.22,0.87,86.00752173913044,1.0,0.04,0.52,0.48,01:26.008
2022,1.0,Lewis Hamilton,2.0,7.07,6.61,5.91,7.29,6.16,6.73,0.327,39.0,1.625,2.79,1.17,88.820375,4.0,0.16666666666666666,0.58,0.42,01:28.820
2023,1.0,Lewis Hamilton,2.0,6.37,6.73,5.00,7.08,5.88,6.34,0.319,41.0,1.5185185185185186,2.74,1.22,91.00803703703704,1.0,0.037037037037037035,0.70,0.67,01:31.008
2024,1.0,Lewis Hamilton,2.0,6.37,6.61,2.00,7.46,6.48,6.46,0.315,29.0,1.0357142857142858,2.54,1.50,88.98925,19.0,0.6333333333333333,0.82,0.36,01:28.989
Все сезоны,1.0,Lewis Hamilton,2.0,6.87,6.62,5.16,7.81,6.14,6.62,0.311,35.0,1.3817647227973315,2.57,1.19,88.70629594404187,6.25,0.21925925925925926,0.66,0.48,01:28.706
